account,id,created_at,impressions,reposts,quotes,likes,replies,images,is_quote,text
nicopuff_pr,2010964069617107261,2026-01-13T06:36:10.000Z,816,3,2,7,1,1,1,NICOPUFF / ニコパフから ✨新商品発売✨ 引用元のツイートより 毎日抽選中【🔥総勢15名様に当たる🔥】 プレゼントキャンペーンに参加できます🎁 30%OFFクーポンも配布中 オンラインストアをチェック✅ (https://t.co/CeL456qMcl) https://t.co/5rAjXOyzUa https://t.co/z4fTfjsfvn
nicopuff_pr,2010834172764701159,2026-01-12T22:00:00.000Z,575,0,0,3,1,0,0,@zolbotlt 様 ご当選おめでとうございます🎉 ご案内をDMにてお送りしましたので ご確認をよろしくお願い致します🙇
nicopuff_pr,2010587133522907151,2026-01-12T05:38:22.000Z,228,1,0,2,0,0,0,製品についての詳細や 限定情報は公式サイトをチェック✅ https://t.co/7CG16Tonfz
nicopuff_pr,2010586601836184040,2026-01-12T05:36:15.000Z,821,4,1,4,1,1,1,【✨総勢15名に当たる✨】 🎁ニコパフ プレゼントキャンペーン🎁 15日間の毎日抽選✨ 今日も抽選あります！ 💫 引用元のツイートよりどなたでも参加OK🔥 📢 公式LINE追加で 30％OFFクーポン配布中！ #ニコパフ #プレゼントキャンペーン #ニコパフプレキャン #NICOPUFF https://t.co/rJ0Cy2ofTF https://t.co/z4fTfjsfvn
nicopuff_pr,2010471788296176090,2026-01-11T22:00:01.000Z,869,1,1,5,1,0,0,@Poh4203 様 ご当選おめでとうございます🎉 ご案内をDMにてお送りしましたので ご確認をよろしくお願い致します🙇
nicohub_japan,1990023843361313015,2025-11-16T11:47:11.000Z,11987,0,0,2,0,0,1,この度はご当選おめでとうございます✨️ ニコハブはハイクオリティのニコパフを多数取り揃えております🙆‍♀️ 当選者限定プレゼントで『繰り返し使える500円OFFクーポン』をプレゼントいたします🎁 是非これからもニコハブをよろしくお願いいたします✨️ #ニコハブ #nicopuff https://t.co/7TRynZAn0h
nicohub_japan,1988933270206321003,2025-11-13T11:33:38.000Z,8209,0,0,3,0,0,1,この度はご当選おめでとうございます✨️ ニコハブはハイクオリティのニコパフを多数取り揃えております🙆‍♀️ 当選者限定プレゼントで『繰り返し使える500円OFFクーポン』をプレゼントいたします🎁 是非これからもニコハブをよろしくお願いいたします✨️ #ニコハブ #nicopuff https://t.co/ZN2a2QoZIx
nicohub_japan,1988933242582626705,2025-11-13T11:33:32.000Z,4050,0,0,1,0,0,1,この度はご当選おめでとうございます✨️ ニコハブはハイクオリティのニコパフを多数取り揃えております🙆‍♀️ 当選者限定プレゼントで『繰り返し使える500円OFFクーポン』をプレゼントいたします🎁 是非これからもニコハブをよろしくお願いいたします✨️ #ニコハブ #nicopuff https://t.co/x2uQvnRgOq
nicohub_japan,1988589168361128425,2025-11-12T12:46:18.000Z,3361,0,0,8,0,1,0,"🚀【新発売】Fizzy Twins登場‼️ 2つの味をスイッチで切替できる✨ デュアルフレーバーVAPE💨 最大50,000パフ🔥 ニコチン5%／USB-C充電対応⚡ 今だけ特別価格¥5,000💰 https://t.co/eccHjafq3m #FizzyTwins #VAPE #ニコパフ #nicohub https://t.co/6iMYk4Fjqz"
nicohub_japan,1985345038679949820,2025-11-03T13:55:17.000Z,3919,2,0,12,4,0,0,🎉当選発表🎉 「ニコパフOKSO」プレゼント企画にたくさんのご応募ありがとうございました！ 厳正なる抽選の結果、以下3名様がご当選です✨ @Speedmind40plus @DjChect @g__gan おめでとうございます✨ #ニコパフ #ニコハブ #ニコチンvape #yooz
nicohub_japan,1984438827780620420,2025-11-01T01:54:20.000Z,3029,3,0,6,5,0,1,たくさんのご応募ありがとうございました✨️ しっかりとコメントを読んで当選発表させていただきます！ 発表は日曜日を予定しております🙆‍♀️ https://t.co/g9sia9Lpw2
nicohub_japan,1982980622575608155,2025-10-28T01:19:57.000Z,5646,5,0,6,0,0,1,ニコハブの抽選は当選者に『繰り返し使える500円OFFクーポン』を配布しています🚀 1度当たればずっとお得にニコパフが吸える。 そんなビッグチャンスをお見逃し無く🙆‍♀️ #ニコパフ #nicopuff https://t.co/g9sia9Lpw2
nicohub_japan,1982766176750256391,2025-10-27T11:07:49.000Z,1937,4,0,8,2,0,1,今日もたくさんの応募ありがとうございます✨️ たくさんの拡散と引用コメントまだまだよろしくお願いいたします🚀 https://t.co/g9sia9Lpw2
nicohub_japan,1982378906712969672,2025-10-26T09:28:56.000Z,1794,5,1,9,1,0,1,早速たくさんの拡散応募ありがとうございます🚀 応募多数が見込まれますので、引用リポストをガンガンお願いいたします✨️ コメントも全てチェックしておりますので、ニコパフが欲しい想いを投稿お願いいたします🙆‍♀️ #ニコパフ #nicopuff https://t.co/g9sia9Lpw2
nicohub_japan,1982274338007978192,2025-10-26T02:33:25.000Z,1473,3,1,7,1,0,1,引用リポストで当選確率アップ🚀 当選者には『ずっと使える500円OFFクーポン』をプレゼント🎁 参加しない理由が無い企画なので、今すぐ参加してね🙆‍♀️ #ニコパフ #nicopuff https://t.co/g9sia9KRGu
nicohub_japan,1982023587864465814,2025-10-25T09:57:02.000Z,3296,0,0,2,1,0,1,この度はご当選おめでとうございます✨️ ニコハブはハイクオリティのニコパフを多数取り揃えております🙆‍♀️ 当選者限定プレゼントで『繰り返し使える500円OFFクーポン』をプレゼントいたします🎁 是非これからもニコハブをよろしくお願いいたします✨️ #ニコハブ #nicopuff https://t.co/QEzYTd34FQ
nicohub_japan,1981930744579834147,2025-10-25T03:48:06.000Z,1419,2,0,7,0,0,0,引用リポストで当選確率アップ🚀 しかも当選者には繰り返し使える500円OFFクーポンをプレゼント🎁 お得なチャンスを見逃すな✨️ #ニコパフ #nicopuff
nicohub_japan,1981894729743958215,2025-10-25T01:25:00.000Z,35144,55,18,62,22,2,0,✨第3回！ニコパフプレゼント企画✨ 今回は【OKSO人気フレーバー】を3名に🎁 📌応募方法 ① @nicohub_japan をフォロー ② この投稿をリポスト ⏰締切：10/31(金)23:59 結果はXで発表！ 🚀500円オフクーポン配布中 詳しくはこちら👇 https://t.co/8AX55eEsPc #ニコパフ #nicopuff https://t.co/fm6x7TYTAh
nicohub_japan,1978430993947058416,2025-10-15T12:01:21.000Z,3465,0,0,4,0,0,1,この度は当選おめでとうございます✨️ ELF BOXグレープアイスは抜群に美味しいので、是非楽しんでくださいね🙆‍♀️ レビュー特典の『ずっと使える500円OFFクーポン』をプレゼントいたしますので、是非ご利用くださいませ！ 引き続きニコハブをよろしくお願いいたします🚀 #ニコパフ #ニコハブ https://t.co/3vC8dBPpK6
nicohub_japan,1978086871293911370,2025-10-14T13:13:55.000Z,2658,0,0,0,0,0,0,ニコハブの抽選キャンペーンでは、当選者の方に『ずっと使える500円OFFクーポン』をプレゼントしています🎁 1度の当選がずっとお得にニコパフを吸える喜びに変わる。 そんな特別体験を提供できればと思っています🚀 #ニコパフ #ニコハブ #yooz #ニコチンベイプ
nicohub_japan,1978080816967143685,2025-10-14T12:49:52.000Z,1694,0,0,4,0,2,0,"🚀NICO PUFF OKSO🚀 脅威の60,000パフ吸えるハイエンドモデル✨️ 気分で選べる10種類のフレーバー。 吸うたびに広がる、上質な時間をあなたに。 今なら【初回限定500円OFFクーポン】配布中！ ◎リンク👇🏻 https://t.co/3j5maZ9scG #NICOHUB #ニコパフ #OKSO #VAPE #電子タバコ #yooz https://t.co/ElhqLUjlZY"
nicohub_japan,1976595216200307034,2025-10-10T10:26:37.000Z,2747,2,0,8,4,0,0,🎉当選発表🎉 「ELF BOX PULSE X レッドブル」プレゼント企画にたくさんのご応募ありがとうございました！ 厳正なる抽選の結果、以下3名様がご当選です✨ @6L0WDFHy8U92342 @3150cbd @lexybaby422 おめでとうございます✨ #ニコパフ #ニコハブ #ニコチンvape #yooz
nicohub_japan,1976094258202644871,2025-10-09T01:15:59.000Z,2623,3,0,6,5,0,1,明日10日(金)に当選者発表です✨️ 心してお待ちくださいませ🚀 #ニコパフ #ニコハブ https://t.co/b8TLit70hr
nicohub_japan,1975363459371180399,2025-10-07T00:52:03.000Z,1254,4,0,9,5,0,1,沢山の応募ありがとうございましまた✨️ これから当選者をじっくり吟味させていただきます。 当選発表まで少々お待ちくださいませ🚀 https://t.co/b8TLit70hr
nicohub_japan,1975188341747540404,2025-10-06T13:16:12.000Z,1065,5,0,4,0,0,1,ラスト2時間切りました‼️ 最後まで応募お待ちしてます🚀 https://t.co/b8TLit70hr
nicohub_japan,1975137366345232415,2025-10-06T09:53:39.000Z,907,3,0,6,1,0,1,ラスト5時間です‼️ 応募がまだの方急ぎましょう🚀 https://t.co/b8TLit70hr
nicohub_japan,1975059589025722686,2025-10-06T04:44:35.000Z,1641,5,0,6,1,0,1,本日締切です‼️ ✅アカウントをフォロー ✅リツイート ✅引用RTで当選確率大幅アップ🚀 駆け込み応募お待ちしております✨️ #ニコパフ #ニコハブ #海外vape https://t.co/b8TLit70hr
nicohub_japan,1974641011403137161,2025-10-05T01:01:18.000Z,1532,2,0,4,1,0,1,締切が間違っておりました🙇🏻‍♀️ 正しくは10/6(月)23:59まででございます！ 残り2日、応募お待ちしております✨️ #ニコパフ #ニコハブ #拡散希望 https://t.co/b8TLit70hr
nicohub_japan,1974468898641908013,2025-10-04T13:37:23.000Z,2118,0,0,0,0,0,1,この度はご当選おめでとうございます！ 他にも美味しいフレーバーがたくさんあるので、是非またニコハブでお買い求めくださいませ✨️ 何回でも使える500円OFFクーポンもプレゼントさせて頂きます🎁 これからもニコハブを何卒よろしくお願いいたします🙆‍♀️ #ニコパフ #ニコハブ https://t.co/TitpQPiUMQ
nicohub_japan,1974345418776690808,2025-10-04T05:26:44.000Z,1229,3,0,4,0,0,1,締切まで残り2日！ 当選者には『繰り返し使える500円OFFクーポン』をプレゼントします🎁 ずっとお得にニコパフを使うならニコハブ一択です🚀 https://t.co/b8TLit70hr
nicohub_japan,1974079244046381085,2025-10-03T11:49:03.000Z,399,0,0,2,0,2,0,OKSO大人気です🚀 至高の味わいと吸い心地を体感してみてください🚬 今ならLINE登録で500円OFFクーポン配布中🎁 クーポンはこちら👇🏻 https://t.co/R65uqw7au8 #ニコパフ #ニコハブ #ニコチンベイプ #yooz https://t.co/ghwMjbYtey
nicohub_japan,1973687058289086636,2025-10-02T09:50:38.000Z,298,0,0,1,0,0,0,キャンペーン当選にはフォローとRTが必須です✨️ お忘れなくお願いいたします🙆‍♀️
nicohub_japan,1973686279843053825,2025-10-02T09:47:33.000Z,569,1,0,3,0,0,1,この度は当選おめでとうございます✨️ 弊社のニコパフは味わい、吸い心地、お値段全てにご満足いただけると思います🙆‍♀️ 当選者限定のずっと使える500円OFFクーポンも是非ご利用くださいませ🚀 引き続きどうぞよろしくお願いいたします！ #ニコパフ #ニコハブ #yooz #ニコチンベイプ https://t.co/Jy8002ctsW
nicohub_japan,1973627797622104286,2025-10-02T05:55:09.000Z,1525,2,0,3,0,0,1,引用RTで当選確率アップです✨️ 当選者の3名には『繰り返し使える500円OFFクーポン』もプレゼント🎁 1度当選すればずーっとお得に購入できる！ニコパフ好きの方には大チャンスです🎉 #ニコパフ #ニコハブ #yooz https://t.co/b8TLit70hr
nicohub_japan,1973627059797893326,2025-10-02T05:52:13.000Z,535,1,1,2,0,0,1,この度は当選おめでとうございます✨️ 是非最高峰のニコパフをお楽しみください🙆‍♀️ キャンペーン当選者の方には、繰り返し使える500円OFFクーポンをプレゼントしております🎁 これからもニコハブのリピートよろしくお願いいたします🥰 #ニコパフ #ニコハブ #yooz https://t.co/JgFEZPjuHW
nicohub_japan,1973222768297881978,2025-10-01T03:05:43.000Z,19451,24,13,22,12,1,0,✨第2回！ニコパフプレゼント企画✨ 今週は【レッドブルフレーバー】を3名様に🎁 📌応募方法 ① @nicohub_tokyo をフォロー ② この投稿をリポスト ⏰締切：10/6(日)23:59 結果はXアカウントで発表！ 🚀500円オフクーポン配布中 詳しくはこちら👇 https://t.co/01ILcU6KSe #ニコパフ #nicopuff https://t.co/wyTGUNBprt
nicohub_japan,1973187973220016531,2025-10-01T00:47:27.000Z,1487,0,0,1,0,0,1,この度はご当選おめでとうございます✨️ とても美味しいので、たくさん楽しんでくださいね🙆‍♀️ 是非リピートもお待ちしております🚀 #ニコパフ #ニコハブ #yooz https://t.co/mcRZgIVYqn
nicohub_japan,1973187814314614799,2025-10-01T00:46:49.000Z,881,0,0,0,0,0,1,この度はご当選おめでとうございます✨️ とても美味しいので、たくさん楽しんでくださいね🙆‍♀️ 是非リピートもお待ちしております🚀 #ニコパフ #ニコハブ #yooz https://t.co/6vSGNZ1zQK
nicohub_japan,1972223006425727180,2025-09-28T08:53:01.000Z,1438,0,0,1,0,0,1,お受け取りありがとうございます✨ とっても味が良いので是非お楽しみくださいませ🙆‍♀️ キャンペーン当選者の方には『繰り返し使える500円OFFクーポン』をプレゼントしておりますので、配布まで少々お待ちくださいませ！ これからもNICOHUBをよろしくお願いいたします🚀 #ニコパフ #ニコハブ #NICOPUF https://t.co/qMETPjYfaQ
nicohub_japan,1972222930663899165,2025-09-28T08:52:43.000Z,3173,0,0,2,0,0,1,お受け取りありがとうございます✨ とっても味が良いので是非お楽しみくださいませ🙆‍♀️ キャンペーン当選者の方には『繰り返し使える500円OFFクーポン』をプレゼントしておりますので、配布まで少々お待ちくださいませ！ これからもNICOHUBをよろしくお願いいたします🚀 #ニコパフ #ニコハブ #NICOPUF https://t.co/kJPCGWdskb
nicohub_japan,1971417590477304001,2025-09-26T03:32:35.000Z,1440,0,0,2,0,0,1,お受け取りありがとうございます✨ とっても味が良いので是非お楽しみくださいませ🙆‍♀️ キャンペーン当選者の方には『繰り返し使える500円OFFクーポン』をプレゼントしておりますので、配布まで少々お待ちくださいませ！ これからもNICOHUBをよろしくお願いいたします🚀 #ニコパフ #ニコハブ #NICOPUF https://t.co/dy4PlxwfE1
nicohub_japan,1971175376870338879,2025-09-25T11:30:07.000Z,1049,0,0,1,0,0,1,お受け取りありがとうございます✨ とっても味が良いので是非お楽しみくださいませ🙆‍♀️ キャンペーン当選者の方には『繰り返し使える500円OFFクーポン』をプレゼントしておりますので、配布まで少々お待ちくださいませ！ これからもNICOHUBをよろしくお願いいたします🚀 #ニコパフ #ニコハブ #NICOPUF https://t.co/2XZgfNOPtQ
nicohub_japan,1968288667841270179,2025-09-17T12:19:22.000Z,598,1,0,3,2,0,1,✨ご当選おめでとうございます✨ NICOHUBでは、当選者様限定で、 ご到着後にレビューをいただいた方へ 繰り返しご利用いただける500円OFFクーポン をご用意しております🎁 一度の当選が、特別なご優待へと続く—— ぜひ次回キャンペーンにもご期待ください🚀 #NICOHUB #ELFBOX #海外VAPE #ニコパフ https://t.co/Im94qxrtQs
nicohub_japan,1968288644948808097,2025-09-17T12:19:16.000Z,433,0,0,3,1,0,1,✨ご当選おめでとうございます✨ NICOHUBでは、当選者様限定で、 ご到着後にレビューをいただいた方へ 繰り返しご利用いただける500円OFFクーポン をご用意しております🎁 一度の当選が、特別なご優待へと続く—— ぜひ次回キャンペーンにもご期待ください🚀 #NICOHUB #ELFBOX #海外VAPE #ニコパフ https://t.co/1q1i2mRtSy
nicohub_japan,1968288613265031552,2025-09-17T12:19:09.000Z,316,0,0,3,1,0,1,✨ご当選おめでとうございます✨ NICOHUBでは、当選者様限定で、 ご到着後にレビューをいただいた方へ 繰り返しご利用いただける500円OFFクーポン をご用意しております🎁 一度の当選が、特別なご優待へと続く—— ぜひ次回キャンペーンにもご期待ください🚀 #NICOHUB #ELFBOX #海外VAPE #ニコパフ https://t.co/NdY8sC7xrF
vapepenzonejp,2080546035018199541,2026-07-24T06:50:04.000Z,523,0,0,3,0,1,0,BUBBLEMON Graffiti 人気の新作上陸！ 1台で3つの味が楽しめるマルチフレーバーベイプ✨ 気分に合わせて切替OK！ ・2つの出力モード（Normal/Turbo） ・気流調整＆LEDディスプレイ搭載 個性を出す、自分だけのスタイルを楽しもう🔥 https://t.co/MEugTYK30j
vapepenzonejp,2041452059032199256,2026-04-07T09:44:33.000Z,908,0,0,1,0,1,0,【新生活応援キャンペーン開催中！🌸】 ELFBAR ICE KING 1% 濃度、人気の9フレーバーが再入荷！📦 さらに今なら豪華特典も✨ ✅GOGO Shock E12000 購入で本体1個無料 ✅ELFBAR LOST MARY 2本目10%OFF ✅1.5万円以上で500円割引 詳細はコチラから https://t.co/cuSapanAAH #vapepenzone #vape https
vapepenzonejp,2033720683138843125,2026-03-17T01:42:50.000Z,820,0,0,3,0,1,0,"3月25日まで「春分の日セール」開催中！ 🌸 人気アイテムが今だけ特別プライスに ✅ 注目ラインナップ ・HQD：2本目が10%OFF ・RELX：本体セットが ¥6,980 ・GOGO SHOCK：10個特価 ¥9,999 ・リキッド：限定バンドル特価 春のVAPEライフをお得にスタート💨 ぜひプロフィールのリンクから！ https://t.co/0oMqqzrR4M"
vapepenzonejp,2008477598284963892,2026-01-06T09:55:49.000Z,1272,0,0,7,0,1,0,冬には、温めさを感じられる赤い系がおすすめです🥰 #vapepenzone #vape https://t.co/8l60QuVPgP
vapepenzonejp,2005560041043308883,2025-12-29T08:42:29.000Z,906,0,0,2,0,1,0,紫色系最高じゃん🥰 https://t.co/P1pgFxcesJ
vapepenzonejp,2003767799160897953,2025-12-24T10:00:46.000Z,1061,0,0,1,0,1,0,"🎍年末年始スペシャルキャンペーン開始🎍 日頃の感謝を込めて超豪華セール開催中✨ 📅12/22〜1/7 🔥HQD 2個目20%OFF 🛍限定福袋(5種) ¥6,980〜 ❄️BC10000 新フレーバー登場 📦Ice King 予約開始(12/29〜発送) 🎁12/25・1/1はポイント2倍！ 早い者勝ち🏃💨 #vapepezone #vape https://t.co/ULQANylNtM"
vapepenzonejp,2003350978440098245,2025-12-23T06:24:28.000Z,1239,0,0,3,0,1,0,日差しに浴びた午後、elfbar ice kingの新フレーバーと一緒に✨ #vapepenzone #vape https://t.co/AWcA3dKug7
vapepenzonejp,2001842882517549336,2025-12-19T02:31:50.000Z,776,0,0,3,0,1,0,全部パープル！😈🍆 この中で、あなたが一番好きなフレーバーはどれ？ もしかして、全部グレープ味だと思ってない…？🍇 #vapepenzone #VAPE https://t.co/Y9td3JO944
vapepenzonejp,1996398055030182111,2025-12-04T01:56:02.000Z,1231,0,0,2,0,0,1,ご紹介本当にありがとうございます！！ これからもぜひよろしくお願いします🔥✨ https://t.co/Tv8EcrfLQg
vapepenzonejp,1990974489698709722,2025-11-19T02:44:43.000Z,1138,0,0,0,0,1,0,"🖤 BLACK FRIDAY 開催！ 11/19〜12/1 の期間限定で、今年最大級のセール実施🔥 ・Al Fakher Crown Bar Crystal → 10%OFF ＋ LINE追加で 無料お試し ・使い捨てVAPE 2本目20%OFF ・15,000円以上 → 1,000円OFF より多くの詳細はプロフィールのリンクから✨ #vapepenzone #vape https://t.co"
vapepenzonejp,1977614973414314062,2025-10-13T05:58:46.000Z,1077,0,0,2,0,1,0,スポーツの日は、自分を整える日。 深呼吸して、気分をリセット #vapepenzone #スポーツの日 https://t.co/YRwIlBLiJd
vapepenzonejp,1976959049578299860,2025-10-11T10:32:22.000Z,1351,0,0,3,0,1,0,🌟 IGET EDGE LP10000 新発売キャンペーン！ ① 期間限定 10%OFF！ ② 先着20名様限定🎁 レビュー投稿＋サポート連絡で 送料全額返金！ ③ 開催期間：10/11〜10/25 ⚡️ #vapepenzone #IGET #VAPE #電子タバコ #キャンペーン #新商品 https://t.co/I8TA6ka7oh
vapepenzonejp,1975373914412142676,2025-10-07T01:33:36.000Z,1246,0,0,2,0,1,0,"🏃‍♂️💨スポーツの日セール開催！ アクティブな休日に特別キャンペーン✨ 🎯3大特典 1️⃣ HQD CUVIE BAR→2本目20%OFF 2️⃣ IGET LIQ→1本購入でVaporCave本体無料🎁 3️⃣ UPENDS UP11→特価￥5,080🔥 10/13(月)はポイント2倍‼️ 📅10/1〜10/13 👉https://t.co/cuSapanAAH #vapepenzone #V"
vapepenzonejp,1972828581152817520,2025-09-30T00:59:21.000Z,2437,0,0,14,1,1,0,おはようー #vapepenzone #elfbar https://t.co/3FFaAgar5C
vapepenzonejp,1972092641937588452,2025-09-28T00:15:00.000Z,899,0,0,2,0,1,0,おはー #vapepenzone #vape好きな人と繋がりたい https://t.co/WzWPUbVPd9
vapepenzonejp,1971715154598679012,2025-09-26T23:15:00.000Z,817,0,0,2,0,1,0,おはようー #vapepenzone #vape好きな人と繋がりたい https://t.co/voQV790Jk1
vapepenzonejp,1971518792636522706,2025-09-26T10:14:43.000Z,771,0,0,4,0,1,0,好きな子選択🥰 #vapepenzone #vape好きな人と繋がりたい https://t.co/qNeP2BzX3o
vapepenzonejp,1971131374108279196,2025-09-25T08:35:16.000Z,763,0,0,8,0,1,0,最近IGET吸ってるけど、フレーバーが想像以上にうまい😳 ちょっとしたリフレッシュにちょうどいい #vapepenzone https://t.co/7PUyNXAs0o
vapepenzonejp,1970630759321940082,2025-09-23T23:26:00.000Z,728,0,0,6,0,1,0,おはー #vapepenzone #楽天さん https://t.co/4r4hO0X4Ql
vapepenzonejp,1970364726992609375,2025-09-23T05:48:53.000Z,818,0,0,1,1,1,0,🍂秋分の日、皆さまいかがお過ごしですか？🍁 【6周年記念キャンペーン第3弾✨】 ✅2本目10%OFF ✅3個買うと+1点無料 ✅リキッド購入で本体プレゼント ✅会員ポイント2倍 👉 9/30(火)まで限定！ #vapepenzone #vape好きな人と繋がりたい #秋分の日 https://t.co/2CJOZQLMsW
vapepenzonejp,1969551397025956235,2025-09-20T23:57:00.000Z,845,0,0,13,0,1,0,おはようー #vapepenzone https://t.co/dG0EXeqz0Z
vapepenzonejp,1969181460256211154,2025-09-19T23:27:00.000Z,690,0,0,2,0,1,0,おはようー #vapepenzone #vape好きな人と繋がりたい https://t.co/GV60Cknc6l
vapepenzonejp,1968932817405968740,2025-09-19T06:58:59.000Z,599,0,0,4,0,1,0,いよいよ金曜日😃 #vapepenzone https://t.co/3Kjv725Ras
vapepenzonejp,1968574049925095791,2025-09-18T07:13:22.000Z,583,0,0,1,0,1,0,周年記念キャンペーン人気配信中！ 今ならお得にゲットできるチャンス！ #vapepenzone #vape好きな人と繋がりたい https://t.co/PAeUUKPnNS
vapepenzonejp,1967785352225284527,2025-09-16T02:59:22.000Z,1046,0,0,2,0,1,0,今日の相棒はこの子😊 #vapepenzone #vape好きな人と繋がりたい #elfbar https://t.co/xGOHDJnAnz
vapepenzonejp,1967529718531657985,2025-09-15T10:03:34.000Z,838,0,0,2,0,1,0,✨VapePenZone 6周年記念イベント第2弾✨ 【9/15〜9/21 敬老の日キャンペーン】 🔥IGET Moon → 2本目20％OFF 🔥IGET Bar Plus → 2本買うと1本無料🎁 🔥リキッド購入で VaporCave 本体進呈 🎁9/15限定：ポイント2倍！ #vapepenzone #vape好きな人と繋がりたい https://t.co/Sjk1QbVutu
vapepenzonejp,1966637957168898069,2025-09-12T23:00:02.000Z,708,0,0,10,0,1,0,おはようー #vapepenzone #vape好きな人と繋がりたい https://t.co/fbs8Ik4BXb
vapepenzonejp,1966391853940658275,2025-09-12T06:42:06.000Z,633,0,0,3,1,1,0,☀️ 今日の相棒たちが到着！ フルーティーから爽快系まで、全部試したくなるラインナップ✨ 次はどれを吸おうかな〜😌💨 #vapepenzone #vape好きな人と繋がりたい https://t.co/xHTIWF7mkV
vapepenzonejp,1965717153652568287,2025-09-10T10:01:05.000Z,656,0,0,0,0,1,0,🚀✨ 新規入荷！UPENDS UP11 シリーズ ✨🚀 人気のVAPEブランド UPENDS から、待望の新製品UP11が日本上陸！ ペン型デザインで持ちやすく、交換式ポッドだから経済的＆環境にも優しい💨 #vapepenzone #vape好きな人と繋がりたい https://t.co/5R6clJla1a
vapepenzonejp,1965327232538427547,2025-09-09T08:11:40.000Z,604,0,0,3,0,1,0,🍏🍇 新しいフレーバーと一緒にリラ ックスタイム✨ ただいま周年記念キャンペーン中につき、GOGO SHOCKポッドをちょっとお得にゲットできちゃいます 。 気になる方はぜひチェックしてみてください💨 #vapepenzone #vape好きな人と繋がりたい #ベイプ https://t.co/WmvolJELVb
vapepenzonejp,1963886813824856543,2025-09-05T08:47:58.000Z,554,0,0,5,0,1,0,軽量で持ち運びやすく、豊富なフレーバーから自分に合 った味を選べるのが魅力です。🥰 #vapepenzone #vape好きな人と繋がりたい https://t.co/CXMAD6XLEv
vapepenzonejp,1963517243880607863,2025-09-04T08:19:25.000Z,514,0,0,3,0,1,0,気分転換はこれで十分。🚶‍♀️💨 #vapepenzone #vape好きな人と繋がりたい https://t.co/z06nRepFLT
vapepenzonejp,1962812002390487519,2025-09-02T09:37:03.000Z,805,0,0,2,0,1,0,"🎂6周年記念イベント第一弾開催中！ ⚡ タイムセール最大九割 💨 RELX Pod 10個→新品Kit無料進呈 💧 リキッド購入でVaporCave無料 🔥 GOGO Shock E12000セット特価¥9,999 ✨ IGET Bar 2本目30%OFF 👑 会員限定：ポイント2倍＋特別クーポン 6年間の感謝を込めて、豪華特典盛りだくさん！ #vapepenzone https://t.co/F"
vapepenzonejp,1960902934004183156,2025-08-28T03:11:05.000Z,2540,0,0,20,1,1,0,おはようー 今日はice king🥰 #vapepenzone #vape好きな人と繋がりたい #elfbar https://t.co/QWVKwta1Ew
vapepenzonejp,1960552760950317431,2025-08-27T03:59:38.000Z,637,0,0,3,0,0,1,素敵なレビューありがとうございます！ ちょっとむせるくらい爽快感強めなGRAPE ICE☺️ https://t.co/u1nEAxybn9
vapepenzonejp,1959827592883925350,2025-08-25T03:58:04.000Z,684,0,0,9,0,1,0,おはようー☀️ 今日の「おつまみ」は…アイスキングとiGETで決まり😋 #vapepenzone https://t.co/uxCM73IIyi
vapepenzonejp,1959046176042348649,2025-08-23T00:13:00.000Z,618,0,0,7,0,1,0,今日はIGETで😋 フルーティーな味わい × 爆煙感、やっぱり最高🥰 #vapepenzone #vape好きな人と繋がりたい https://t.co/QWNLe8HPLe
vapepenzonejp,1958707440507339258,2025-08-22T01:46:59.000Z,580,0,0,13,0,1,0,いただきます😋 #vapepenzone #vape好きな人と繋がりたい https://t.co/JeTamG5rhg
vapepenzonejp,1958354433328476190,2025-08-21T02:24:16.000Z,630,0,0,13,0,1,0,おはようー #vapepenzone #vape好きな人と繋がりたい https://t.co/twr3rnyD2i
vapepenzonejp,1957987216413880624,2025-08-20T02:05:04.000Z,550,0,0,14,0,1,0,おはよう― 今日は四択😋😋 #vapepenzone #vape好きな人と繋がりたい https://t.co/9FSIqaR3fz
Cross_Vape,2093337148791603602,2026-08-28T13:57:23.000Z,350,1,0,5,0,0,1,よろしくお願いします🙏 https://t.co/sUt6kr9ynb
Cross_Vape,2093337115761549703,2026-08-28T13:57:15.000Z,579,1,0,5,0,0,1,よろしくお願いします🙏 https://t.co/M0ZLZuf1cr
Cross_Vape,2093337075626156257,2026-08-28T13:57:05.000Z,437,1,0,6,0,0,1,可愛いやん︎（◜𖥦◝ ） https://t.co/CTDBDhLau6
Cross_Vape,2093337025835655530,2026-08-28T13:56:53.000Z,277,0,0,5,1,0,1,ちょっとおっきめだけど煙で遊べるよ🤣 https://t.co/Z94CdQ8d74
Cross_Vape,2093336946378776922,2026-08-28T13:56:34.000Z,341,1,0,4,0,0,1,オススメ‼️ https://t.co/bMEts0jMWZ
Cross_Vape,2093336908273504515,2026-08-28T13:56:25.000Z,562,0,0,3,1,0,1,写真ツイートに遡れば出てきます！ https://t.co/nr0OWXdgst
Cross_Vape,2093282053634814047,2026-08-28T10:18:27.000Z,237,0,0,4,0,0,1,沢山引用してください！ https://t.co/QdT2i06sjG
Cross_Vape,2093282015911215374,2026-08-28T10:18:18.000Z,304,0,0,4,0,0,1,ぱふぱふ♡ https://t.co/8TPkfLZqmX
Cross_Vape,2093281950358528368,2026-08-28T10:18:02.000Z,242,0,0,3,0,0,1,よろしくお願いします🙏 https://t.co/3RAY8p0C7w
